model_name,strategy,base_model_path,calibration_method,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_auc,eval_logloss,eval_ece
RandomForest,base,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\RandomForest__base__gridsearch_best.joblib,isotonic,0.7447746714877855,0.6056208246947707,0.689845184990816,0.6449950932286556,0.8108680448759686,0.48065953821102275,0.01201064980137494
LogReg,class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\LogReg__class_weight__gridsearch_best.joblib,isotonic,0.7515653937737014,0.6166666666666667,0.6893203883495146,0.6509726180151159,0.8182615044653725,0.47541072456006794,0.011549290871623017
XGBoost,smote,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\XGBoost__smote__gridsearch_best.joblib,sigmoid,0.7513008201781463,0.6165608092213597,0.6877459984256101,0.6502108657901265,0.819815381449359,0.475576271386567,0.024072937981488362
LightGBM,class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\LightGBM__class_weight__gridsearch_best.joblib,isotonic,0.754652085721845,0.6227045075125208,0.6851220152191025,0.652423788105947,0.8210515605728816,0.4700130562742021,0.008798278819683512
ExtraTrees,smote,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\ExtraTrees__smote__gridsearch_best.joblib,isotonic,0.7485668930240762,0.6129411764705882,0.6835476252951981,0.6463217963031882,0.8149621104911645,0.4790201851053924,0.00745008120899271
CatBoost,adasyn,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\CatBoost__adasyn__gridsearch_best.joblib,isotonic,0.7505952905899991,0.618405203565406,0.6735764891104697,0.6448128610901783,0.8188813194146036,0.4728120155664783,0.012471436124924599
CatBoost,class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\CatBoost__class_weight__gridsearch_best.joblib,isotonic,0.7560631448981392,0.6283468435273889,0.6712149042246129,0.6490738391271251,0.8219337912709197,0.4704624069463563,0.008454043538658501
LightGBM,adasyn_class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\LightGBM__adasyn_class_weight__gridsearch_best.joblib,isotonic,0.7475967898403739,0.615030303030303,0.6657045394909472,0.6393649193548387,0.8165893600130055,0.4743948723221564,0.011138874114069821
RandomForest,adasyn,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\RandomForest__adasyn__gridsearch_best.joblib,isotonic,0.7383367139959433,0.6006679389312977,0.660718971398583,0.6292640259902537,0.8092357934732808,0.48199743124710154,0.010179483117675357
RandomForest,adasyn,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\RandomForest__adasyn__gridsearch_best.joblib,sigmoid,0.73851309639298,0.6013902205177373,0.6583573865127264,0.6285857447075034,0.8099657369419191,0.48263977857684404,0.02517880256074279
ExtraTrees,adasyn_class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\ExtraTrees__adasyn_class_weight__gridsearch_best.joblib,isotonic,0.7468030690537084,0.6157635467980296,0.6559958016268695,0.6352432981832041,0.8151381522975468,0.47952654582683846,0.009668083940349657
ExtraTrees,adasyn_class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\ExtraTrees__adasyn_class_weight__gridsearch_best.joblib,sigmoid,0.7463621130611165,0.6155176674079565,0.6536342167410129,0.6340035632476457,0.8154839269177454,0.4785590245272696,0.018181861289009955
XGBoost,class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\XGBoost__class_weight__gridsearch_best.joblib,isotonic,0.7517417761707381,0.6280205655526993,0.6410390973497769,0.6344630567458771,0.8219727083438483,0.4696529383751594,0.011220374282290137
ExtraTrees,smote,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\ExtraTrees__smote__gridsearch_best.joblib,sigmoid,0.7446864802892671,0.616243654822335,0.6371031225400158,0.6264998064765837,0.8154508657053202,0.48001345249627714,0.025179201759361072
LogReg,adasyn_class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\LogReg__adasyn_class_weight__gridsearch_best.joblib,isotonic,0.7474204074433372,0.6215037208108801,0.6355287326161112,0.6284379865075247,0.8168905534094911,0.4765947446744245,0.013453041261386392
RandomForest,base,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\RandomForest__base__gridsearch_best.joblib,sigmoid,0.7383367139959433,0.6130155329405463,0.6006297559695618,0.6067594433399602,0.8122164438976497,0.489899075382913,0.04513282775601503
LogReg,class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\LogReg__class_weight__gridsearch_best.joblib,sigmoid,0.7443337154951936,0.6403076923076924,0.5460509052742063,0.5894349242316952,0.8183370729509158,0.49164455909926563,0.0573827420950154
LogReg,adasyn_class_weight,c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts\models\LogReg__adasyn_class_weight__gridsearch_best.joblib,sigmoid,0.7430108475174177,0.6377880184331797,0.5447389136709525,0.5876026040192471,0.817541930749709,0.4922015525761731,0.057215979847724543
